gene_symbol	MANE_transcript	ClinVar_PL_record_count	cds_count	splice_window_10bp_count	utr_count	intron_count	exon_count	unit_count	best_single_exon_unit_id	best_single_exon_coverage_fraction	best_single_exon_donor_size_bp	best_adjacent_exon_block_unit_id	best_adjacent_exon_block_coverage_fraction	best_adjacent_exon_block_donor_size_bp	best_downstream_CDS_implantation_unit_id	best_downstream_CDS_implantation_coverage_fraction	best_downstream_CDS_implantation_donor_size_bp	semantic_class_prePAExact	mechanism_or_context_caution_class	semantic_panel_role	semantic_note	mode_recommendation_status	interpretation_limit	not_total_score
EYA1	ENST00000340726.8	198	151	70	0	47	18	97	EYA1:single_exon:E17	0.111111	101	EYA1:exon_block:E14-E18	0.474747	2487	EYA1:downstream_CDS_implantation:after_E4	1.000000	1574	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
EYA4	ENST00000355286.12	87	68	32	0	19	20	109	EYA4:single_exon:E8	0.137931	143	EYA4:exon_block:E8-E12	0.413793	670	EYA4:downstream_CDS_implantation:after_E1	1.000000	1917	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
EYS	ENST00000503581.6	1068	917	236	0	151	43	247	EYS:single_exon:E26	0.158240	1767	EYS:exon_block:E26-E30	0.231273	2314	EYS:downstream_CDS_implantation:after_E1	1.000000	9432	high_coverage_downstream_CDS_but_donor_or_context_burden	context_burden	context_burden_panel	high coverage depends on donor/context assumptions	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
EZH1	ENST00000428826.7	5	3	3	0	2	21	115	EZH1:single_exon:E19	0.200000	81	EZH1:exon_block:E13-E15	0.400000	259	EZH1:downstream_CDS_implantation:after_E9	1.000000	1310	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
EZH2	ENST00000320356.7	39	39	8	0	0	20	109	EZH2:single_exon:E20	0.230769	324	EZH2:exon_block:E16-E20	0.692308	668	EZH2:downstream_CDS_implantation:after_E4	1.000000	1890	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F10	ENST00000375559.8	43	39	7	0	4	8	37	F10:single_exon:E8	0.372093	614	F10:exon_block:E4-E8	0.651163	1223	F10:downstream_CDS_implantation:after_E1	0.976744	1394	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F11	ENST00000403665.7	216	175	65	0	41	15	79	F11:single_exon:E12	0.148148	176	F11:exon_block:E9-E13	0.449074	711	F11:downstream_CDS_implantation:after_E1	1.000000	1875	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F12	ENST00000253496.4	19	13	5	0	6	14	73	F12:single_exon:E13	0.157895	149	F12:exon_block:E5-E9	0.526316	732	F12:downstream_CDS_implantation:after_E4	1.000000	1559	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F13A1	ENST00000264870.8	50	43	13	0	7	15	79	F13A1:single_exon:E7	0.140000	175	F13A1:exon_block:E3-E7	0.500000	843	F13A1:downstream_CDS_implantation:after_E1	1.000000	2196	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F13B	ENST00000367412.2	16	14	4	0	2	12	61	F13B:single_exon:E2	0.187500	201	F13B:exon_block:E1-E5	0.562500	842	F13B:downstream_CDS_implantation:after_E1	0.937500	1919	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F2	ENST00000311907.10	39	36	7	0	3	14	73	F2:single_exon:E14	0.230769	242	F2:exon_block:E8-E12	0.538462	780	F2:downstream_CDS_implantation:after_E2	0.974359	1626	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F5	ENST00000367797.9	109	96	19	0	13	25	139	F5:single_exon:E13	0.366972	2821	F5:exon_block:E13-E17	0.522936	3624	F5:downstream_CDS_implantation:after_E1	0.981651	6514	high_coverage_downstream_CDS_but_donor_or_context_burden	context_burden	context_burden_panel	high coverage depends on donor/context assumptions	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F7	ENST00000346342.8	91	74	17	1	12	8	37	F7:single_exon:E8	0.483516	2273	F7:exon_block:E4-E8	0.758242	2762	F7:downstream_CDS_implantation:after_E1	0.923077	1268	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F8	ENST00000360256.9	641	589	118	1	49	26	145	F8:single_exon:E14	0.157566	3106	F8:exon_block:E14-E18	0.315133	3885	F8:downstream_CDS_implantation:after_E1	0.982839	6910	high_coverage_downstream_CDS_but_donor_or_context_burden	context_burden	context_burden_panel	high coverage depends on donor/context assumptions	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
F9	ENST00000218099.7	299	270	62	4	21	8	37	F9:single_exon:E8	0.414716	1936	F9:exon_block:E4-E8	0.775920	2497	F9:downstream_CDS_implantation:after_E1	0.956522	1295	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FA2H	ENST00000219368.8	63	55	18	0	8	7	31	FA2H:single_exon:E1	0.365079	335	FA2H:exon_block:E1-E5	0.761905	851	FA2H:downstream_CDS_implantation:after_E1	0.634921	846	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAAH	ENST00000243167.9	1	1	0	0	0	15	79	FAAH:single_exon:E4	1.000000	134	FAAH:exon_block:E3-E4	1.000000	269	FAAH:downstream_CDS_implantation:after_E3	1.000000	1293	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAAH2	ENST00000374900.5	2	2	0	0	0	11	55	FAAH2:single_exon:E2	0.500000	83	FAAH2:exon_block:E2-E3	0.500000	220	FAAH2:downstream_CDS_implantation:after_E1	1.000000	1404	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAAP100	ENST00000327787.13	4	3	1	0	1	9	43	FAAP100:single_exon:E7	0.250000	117	FAAP100:exon_block:E3-E7	0.750000	2137	FAAP100:downstream_CDS_implantation:after_E2	1.000000	2353	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FADD	ENST00000301838.5	2	2	0	0	0	2	4	FADD:single_exon:E1	0.500000	450	FADD:exon_block:E1-E2	1.000000	1708	FADD:downstream_CDS_implantation:after_E1	0.500000	338	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAH	ENST00000561421.6	185	126	95	3	56	14	73	FAH:single_exon:E12	0.129730	102	FAH:exon_block:E8-E12	0.421622	456	FAH:downstream_CDS_implantation:after_E1	0.918919	1176	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAHD1	ENST00000427358.5	5	0	0	0	0	1	1	FAHD1:single_exon:E1	0.000000	1705							low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM110C	ENST00000327669.5	2	2	0	0	0	2	4	FAM110C:single_exon:E1	1.000000	1066	FAM110C:exon_block:E1-E2	1.000000	3880	FAM110C:downstream_CDS_implantation:after_E1	0.000000	17	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM111A	ENST00000675163.1	7	7	0	0	0	6	25	FAM111A:single_exon:E6	1.000000	3290	FAM111A:exon_block:E5-E6	1.000000	3447	FAM111A:downstream_CDS_implantation:after_E5	1.000000	1752	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM111B	ENST00000343597.4	7	7	0	0	0	4	13	FAM111B:single_exon:E4	1.000000	3234	FAM111B:exon_block:E3-E4	1.000000	3401	FAM111B:downstream_CDS_implantation:after_E3	1.000000	2121	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM120AOS	ENST00000375412.11	1	1	0	0	0	3	8	FAM120AOS:single_exon:E3	1.000000	4366	FAM120AOS:exon_block:E2-E3	1.000000	4487	FAM120AOS:downstream_CDS_implantation:after_E2	1.000000	84	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM131B	ENST00000443739.7	1	0	0	0	0	7	31	FAM131B:single_exon:E3	0.000000	36	FAM131B:exon_block:E3-E4	0.000000	130	FAM131B:downstream_CDS_implantation:after_E6	1.000000	470	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM136A	ENST00000430566.6	1	1	1	0	0	3	8	FAM136A:single_exon:E2	1.000000	141	FAM136A:exon_block:E1-E2	1.000000	605	FAM136A:downstream_CDS_implantation:after_E1	1.000000	327	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM149B1	ENST00000242505.11	10	9	3	0	1	14	73	FAM149B1:single_exon:E7	0.200000	188	FAM149B1:exon_block:E3-E7	0.600000	746	FAM149B1:downstream_CDS_implantation:after_E2	1.000000	1594	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM161A	ENST00000404929.6	188	176	22	0	12	7	31	FAM161A:single_exon:E3	0.601064	1161	FAM161A:exon_block:E1-E5	0.962766	1870	FAM161A:downstream_CDS_implantation:after_E1	0.930851	1965	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM167A	ENST00000284486.9	1	0	0	0	0	3	8	FAM167A:single_exon:E1	0.000000	128	FAM167A:exon_block:E1-E2	0.000000	906	FAM167A:downstream_CDS_implantation:after_E2	0.000000	261	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM171A2	ENST00000293443.12	1	0	0	0	0	8	37	FAM171A2:single_exon:E3	0.000000	93	FAM171A2:exon_block:E6-E7	0.000000	244	FAM171A2:downstream_CDS_implantation:after_E7	1.000000	1456	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM177A1	ENST00000280987.9	6	4	0	0	1	5	19	FAM177A1:single_exon:E3	0.333333	67	FAM177A1:exon_block:E2-E3	0.666667	241	FAM177A1:downstream_CDS_implantation:after_E1	0.833333	543	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM186B	ENST00000257894.2	1	0	1	0	1	7	31	FAM186B:single_exon:E4	1.000000	1666	FAM186B:exon_block:E3-E4	1.000000	1849	FAM186B:downstream_CDS_implantation:after_E3	1.000000	2174	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM20A	ENST00000592554.2	45	30	22	0	14	11	55	FAM20A:single_exon:E6	0.155556	116	FAM20A:exon_block:E3-E7	0.488889	520	FAM20A:downstream_CDS_implantation:after_E1	0.866667	1219	compact_downstream_CDS_implantation_opportunity	downstream_CDS_compact	primary_metric_specific_candidate_panel	compact downstream-CDS record-coverage hypothesis; not functional rescue	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM20C	ENST00000313766.6	27	23	5	0	4	10	49	FAM20C:single_exon:E6	0.222222	181	FAM20C:exon_block:E4-E8	0.666667	582	FAM20C:downstream_CDS_implantation:after_E1	0.777778	1147	compact_adjacent_exon_block_opportunity	compact_exon_block	primary_metric_specific_candidate_panel	adjacent exon/block unit captures meaningful record burden	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
FAM222A	ENST00000538780.2	1	1	0	0	0	3	8	FAM222A:single_exon:E3	1.000000	2484	FAM222A:exon_block:E2-E3	1.000000	2612	FAM222A:downstream_CDS_implantation:after_E2	1.000000	1274	low_record_burden_interpretation_limited	low_record_burden	computed_but_semantic_interpretation_limited	ClinVar_PL_count_lt_20	pending_PAExact_constraints	ClinVar_record_count_not_patient_coverage; semantic_class_not_therapeutic_suitability; no_PA_mode_recommendation_no_efficiency_no_safety	true
